feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	structure_taxonomy_npclassifier_02superclass_consensus	structure_taxonomy_npclassifier_03class_consensus	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	score_taxo	score_max_consistency	final_score
9385	728	Terpenoids	Monoterpenoids	Menthane monoterpenoids	0.5726733	ISDB	XMGQYMWWDOXHJM-JTQLQIEISA-N	InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1	C=C(C)[C@H]1CC=C(C)CC1	C10H16		136.12520051200002	XMGQYMWWDOXHJM	Terpenoids	Monoterpenoids	Menthane monoterpenoids	Myrmicaria melanogaster	3254444.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Myrmicariini']	['Myrmicaria']	['Myrmicaria melanogaster']	6	3	9.790693283081055
9382	-1				0.5401281	ISDB	LLMABWLTETUQQS-UHFFFAOYSA-N	InChI=1S/C15H20O/c1-11-5-4-6-12(2)9-15-14(8-7-11)13(3)10-16-15/h5-6,10H,4,7-9H2,1-3H3	CC1=CCC=C(C)Cc2occ(C)c2CC1	C15H20O		216.15141526	LLMABWLTETUQQS	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	Dasystenella acanthina	3678615.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Primnoidae']	['Unknown']	['Dasystenella']	['Dasystenella acanthina']	2	0	4.160512447357178
9379	150	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	0.44200012	ISDB	NRBVPMLNGGQOLX-UHFFFAOYSA-N	InChI=1S/C15H16O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h4,6,8,12H,1,5,7H2,2-3H3	C=C1CC=CC2(C)C=C3OC(=O)C(C)=C3CC12	C15H16O2		228.115029752	NRBVPMLNGGQOLX	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	Lindera aggregata	870513.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Laurales']	['Lauraceae']	['Unknown']	['Lindera']	['Lindera aggregata']	1	3	4.268000602722168
9379	150	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	0.44200012	ISDB	NRBVPMLNGGQOLX-UHFFFAOYSA-N	InChI=1S/C15H16O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h4,6,8,12H,1,5,7H2,2-3H3	C=C1CC=CC2(C)C=C3OC(=O)C(C)=C3CC12	C15H16O2		228.115029752	NRBVPMLNGGQOLX	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	Lindera pulcherrima var. hemsleyana	618123.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Laurales']	['Lauraceae']	['Unknown']	['Lindera']	['Lindera pulcherrima']	1	3	4.268000602722168
9363	-1				0.29840165	ISDB	LLOYUVLMNHQEFN-UHFFFAOYSA-N	InChI=1S/C15H20O2/c1-9(2)11-7-12-10(3)13(16)5-6-15(12,4)8-14(11)17/h7,9H,5-6,8H2,1-4H3	CC1=C2C=C(C(C)C)C(=O)CC2(C)CCC1=O	C15H20O2		232.14632988	LLOYUVLMNHQEFN	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	Delia coronariae	4360251.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Anthomyiidae']	['Unknown']	['Delia']	['Delia coronariae']	4	0	5.193606376647949
9357	-1				0.22696236	ISDB	DLNQRJFVXCCDKL-UHFFFAOYSA-N	InChI=1S/C11H16O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h5-10H,3-4H2,1-2H3	CCCC=CC=CC=CC(=O)OC	C11H16O2		180.115029752	DLNQRJFVXCCDKL	Fatty acids	Fatty esters	Wax monoesters	Thyanta pallidovirens	1065315.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Pentatomidae']	['Unknown']	['Thyanta']	['Thyanta pallidovirens']	4	0	4.907849311828613
9356	33	Fatty acids	Fatty Acids and Conjugates	Piperidine alkaloids	0.64326245	ISDB	WNTPYSGBPUIOAG-YESZJQIVSA-N	InChI=1S/C18H35NO3/c1-15-17(20)14-13-16(19-15)11-9-7-5-3-2-4-6-8-10-12-18(21)22/h15-17,19-20H,2-14H2,1H3,(H,21,22)/t15-,16-,17+/m0/s1	C[C@@H]1N[C@@H](CCCCCCCCCCCC(=O)O)CC[C@H]1O	C18H35NO3		313.26169398	WNTPYSGBPUIOAG	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Prosopis cineraria	847862.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Mimoseae']	['Prosopis']	['Prosopis cineraria']	1	3	5.073049783706665
9356	33	Fatty acids	Fatty Acids and Conjugates	Piperidine alkaloids	0.64326245	ISDB	WNTPYSGBPUIOAG-YESZJQIVSA-N	InChI=1S/C18H35NO3/c1-15-17(20)14-13-16(19-15)11-9-7-5-3-2-4-6-8-10-12-18(21)22/h15-17,19-20H,2-14H2,1H3,(H,21,22)/t15-,16-,17+/m0/s1	C[C@@H]1N[C@@H](CCCCCCCCCCCC(=O)O)CC[C@H]1O	C18H35NO3		313.26169398	WNTPYSGBPUIOAG	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Prosopis spicigera	795520.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Mimoseae']	['Prosopis']	['Prosopis spicigera']	1	3	5.073049783706665
9354	-1				0.39716098	ISDB	PIXJURSCCVBKRF-LURJTMIESA-N	InChI=1S/C10H16N2O4/c1-10(2,3)7-5(8(13)12-16-7)4-6(11)9(14)15/h6H,4,11H2,1-3H3,(H,12,13)(H,14,15)/t6-/m0/s1	CC(C)(C)c1onc(O)c1C[C@H](N)C(=O)O	C10H16N2O4		228.111006992	PIXJURSCCVBKRF	Amino acids and Peptides	Small peptides	Aminoacids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	5	0	6.588644027709961
9345	263	Terpenoids	Diterpenoids	Cembrane diterpenoids	0.24000606	ISDB	HMCYXRFNNOPPPR-SGIHWFKDSA-N	InChI=1S/C10H16O2/c1-7-3-4-9(8(2)5-11)10(7)6-12/h5-10H,3-4H2,1-2H3/t7-,8+,9+,10+/m0/s1	C[C@H]1CC[C@H]([C@H](C)C=O)[C@@H]1C=O	C10H16O2		168.115029752	HMCYXRFNNOPPPR	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Iridomyrmex detectus	3258716.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Iridomyrmex']	['Iridomyrmex detectus']	6	1	7.460024356842041
9345	263	Terpenoids	Diterpenoids	Cembrane diterpenoids	0.24000606	ISDB	HMCYXRFNNOPPPR-HFXXUHSDSA-N	InChI=1S/C10H16O2/c1-7-3-4-9(8(2)5-11)10(7)6-12/h5-10H,3-4H2,1-2H3/t7-,8?,9-,10-/m0/s1	CC(C=O)[C@@H]1CC[C@H](C)[C@@H]1C=O	C10H16O2		168.115029752	HMCYXRFNNOPPPR	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Anonychomyrma nitidiceps	736303.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Anonychomyrma']	['Anonychomyrma nitidiceps']	6	1	7.460024356842041
9345	263	Terpenoids	Diterpenoids	Cembrane diterpenoids	0.24000606	ISDB	HMCYXRFNNOPPPR-SGIHWFKDSA-N	InChI=1S/C10H16O2/c1-7-3-4-9(8(2)5-11)10(7)6-12/h5-10H,3-4H2,1-2H3/t7-,8+,9+,10+/m0/s1	C[C@H]1CC[C@H]([C@H](C)C=O)[C@@H]1C=O	C10H16O2		168.115029752	HMCYXRFNNOPPPR	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Iridomyrmex conifer	3258718.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Iridomyrmex']	['Iridomyrmex conifer']	6	1	7.460024356842041
9339	562	Amino acids and Peptides	Small peptides	Aminoacids	0.63631433	ISDB	OUYCCCASQSFEME-MRVPVSSYSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m1/s1	N[C@H](Cc1ccc(O)cc1)C(=O)O	C9H11NO3		181.073893212	OUYCCCASQSFEME	Amino acids and Peptides	Small peptides	Aminoacids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	5	3	9.045257568359375
9338	43	Terpenoids	Sesquiterpenoids	Apocarotenoids (β-)	0.4036592	ISDB	AACLWACKHXOGDA-URPMGSGRSA-N	InChI=1S/C12H16O3/c1-7-5-11-10(4-3-9(7)6-13)8(2)12(14)15-11/h3,6-8,10-11H,4-5H2,1-2H3/t7-,8+,10+,11-/m0/s1	C[C@H]1C[C@@H]2OC(=O)[C@H](C)[C@H]2CC=C1C=O	C12H16O3		208.109944372	AACLWACKHXOGDA	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	Xanthium sibiricum	909849.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Heliantheae']	['Xanthium']	['Xanthium sibiricum']	1	2	3.6146368980407715
9333	-1				0.21095999	ISDB	MNXADTNACOINFR-UHFFFAOYSA-N	InChI=1S/C13H22O3/c1-2-3-4-6-9-12(15)13(16)10-7-5-8-11-14/h2-5,8,12-16H,1,6-7,9-11H2	C=CC=CCCC(O)C(O)CCC=CCO	C13H22O3		226.15689456400003	MNXADTNACOINFR	Fatty acids	Fatty acyls	Fatty alcohols	Plectris	54322.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Coleoptera']	['Scarabaeidae']	['Unknown']	['Plectris']	['Unknown']	4	0	4.8438401222229
9327	29	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	0.3880994	ISDB	LLOYUVLMNHQEFN-UHFFFAOYSA-N	InChI=1S/C15H20O2/c1-9(2)11-7-12-10(3)13(16)5-6-15(12,4)8-14(11)17/h7,9H,5-6,8H2,1-4H3	CC1=C2C=C(C(C)C)C(=O)CC2(C)CCC1=O	C15H20O2		232.14632988	LLOYUVLMNHQEFN	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	Delia coronariae	4360251.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Anthomyiidae']	['Unknown']	['Delia']	['Delia coronariae']	4	3	7.052397727966309
9325	-1				0.0	MS1_match	JUGNVZAVZDAHMJ-UPGMHYFXSA-N	InChI=1S/C20H36O6/c1-2-3-4-5-6-7-14(21)8-15(22)9-16(23)10-17-11-18-12-19(25-17)13-20(24)26-18/h14-19,21-23H,2-13H2,1H3/t14-,15-,16-,17-,18-,19+/m1/s1	CCCCCCC[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H]1C[C@@H]2C[C@@H](CC(=O)O2)O1	C20H36O6	pos_2_2proton2acetonitrile	372.25118887199994	JUGNVZAVZDAHMJ	Polyketides	Cyclic polyketides	2-pyrone derivatives	Polyrhachis lamellidens	507108.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Polyrhachis']	['Polyrhachis lamellidens']	6	0	6.0
9323	-1				0.0	MS1_match	STSOHAOGZMLWFR-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-5-9(12)6-3-2-4-7(11)8(6)10(13)14-5/h2-5,9,11-12H,1H3	CC1OC(=O)c2c(O)cccc2C1O	C10H10O4	pos_1_1proton1methanol	194.05790880000004	STSOHAOGZMLWFR	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Camponotus quadrisectus	544754.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']	['Camponotus quadrisectus']	6	0	6.0
9322	134	Terpenoids	Sesquiterpenoids	Menthane monoterpenoids	0.6019054	ISDB	VXAMURHMZFPMIP-UHFFFAOYSA-N	InChI=1S/C13H18O2/c1-7-3-6-10-11-9(7)5-4-8(2)12(11)15-13(10)14/h4,7,9-12H,3,5-6H2,1-2H3	CC1=CCC2C(C)CCC3C(=O)OC1C32	C13H18O2		206.130679816	VXAMURHMZFPMIP	Terpenoids	Sesquiterpenoids	Arteminisin	Artemisia annua	637444.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Artemisia']	['Artemisia annua']	1	2	4.407621622085571
9319	73	Alkaloids	Small peptides	Aminoacids	0.63337207	ISDB							YIMYIHLJRZROLC						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	2.5334882736206055
9312	-1				0.41942468	ISDB	SXZWEDHVLUGDCG-UHFFFAOYSA-N	InChI=1S/C11H16O2/c1-8-5-6-9(11(2,3)12)7-10(8)13-4/h5-7,12H,1-4H3	COc1cc(C(C)(C)O)ccc1C	C11H16O2		180.115029752	SXZWEDHVLUGDCG	Terpenoids	Monoterpenoids	Menthane monoterpenoids	Cupressus sempervirens var. dupreziana	828747.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Unknown']	['Cupressales']	['Cupressaceae']	['Unknown']	['Cupressus']	['Cupressus dupreziana']	1	0	2.6776986122131348
9311	29	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	0.5898251	ISDB	MUUFCNJBWLIDFJ-KCQAQPDRSA-N	InChI=1S/C15H18O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h4-6,12-13H,7-8H2,1-3H3/t12-,13-,15+/m0/s1	CC1=CC=C[C@]2(C)C[C@@H]3OC(=O)C(C)=C3C[C@@H]12	C15H18O2		230.130679816	MUUFCNJBWLIDFJ	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	Tubipora musica	552152.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Tubiporidae']	['Unknown']	['Tubipora']	['Tubipora musica']	2	3	5.85930061340332
9308	43	Terpenoids	Sesquiterpenoids	Apocarotenoids (β-)	0.6125906	ISDB	HLFZJDRFPRVQJQ-UHFFFAOYSA-N	InChI=1S/C11H12O4/c1-6-3-7(4-14-2)8-5-15-11(13)9(8)10(6)12/h3,12H,4-5H2,1-2H3	COCc1cc(C)c(O)c2c1COC2=O	C11H12O4		208.073558864	HLFZJDRFPRVQJQ	Polyketides	Cyclic polyketides	Phthalide derivatives	Biscogniauxia	989963.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Xylariales']	['Xylariaceae']	['Unknown']	['Biscogniauxia']	['Unknown']	1	0	3.45036244392395
9303	164	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	0.326475	ISDB	CYFGAUDUKUUIEV-IALJFVCMSA-N	InChI=1S/C11H14O6/c1-16-9(13)7-4-17-10(14)8-6(7)2-3-11(8,15)5-12/h2-4,6,8,10,12,14-15H,5H2,1H3/t6-,8-,10-,11+/m1/s1	COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1C=C[C@]2(O)CO	C11H14O6		242.07903816799998	CYFGAUDUKUUIEV	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	Tocoyena formosa	3877884.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Gentianales']	['Rubiaceae']	['Gardenieae']	['Tocoyena']	['Tocoyena formosa']	1	3	3.8059000968933105
9302	13	Amino acids and Peptides	Small peptides	Dipeptides	0.36621684	ISDB							YUNVYJXZELRHOG						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	1.464867353439331
9301	-1				0.20800284	ISDB	NNBXZDZKDHWELJ-UHFFFAOYSA-N	InChI=1S/C21H22O7/c1-10(2)4-5-11-14(23)8-19-20(21(11)26)16(25)9-17(28-19)12-6-18(27-3)15(24)7-13(12)22/h4,6-8,17,22-24,26H,5,9H2,1-3H3	COc1cc(C2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)c(O)cc1O	C21H22O7		386.13655304400004	NNBXZDZKDHWELJ	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	Megaselia flavescens	4346252.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Phoridae']	['Megaseliini']	['Megaselia']	['Megaselia flavescens']	4	0	4.8320112228393555
9300	642	Amino acids and Peptides	Small peptides	Aminoacids	0.56846297	ISDB	PIXJURSCCVBKRF-LURJTMIESA-N	InChI=1S/C10H16N2O4/c1-10(2,3)7-5(8(13)12-16-7)4-6(11)9(14)15/h6H,4,11H2,1-3H3,(H,12,13)(H,14,15)/t6-/m0/s1	CC(C)(C)c1onc(O)c1C[C@H](N)C(=O)O	C10H16N2O4		228.111006992	PIXJURSCCVBKRF	Amino acids and Peptides	Small peptides	Aminoacids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	5	3	8.773851871490479
9295	-1				0.5089505	ISDB	HOSMFPQDFZLVEZ-SDPLDVRNSA-N	InChI=1S/C15H20O5/c1-9-14-12(18)5-10(7-16)3-2-4-11(8-17)6-13(14)20-15(9)19/h3,6-7,9,12-14,17-18H,2,4-5,8H2,1H3/t9-,12-,13?,14?/m0/s1	C[C@@H]1C(=O)OC2C=C(CO)CCC=C(C=O)C[C@H](O)C21	C15H20O5		280.13107374	HOSMFPQDFZLVEZ	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	Dicoma tomentosa	1046697.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Dicomeae']	['Dicoma']	['Dicoma tomentosa']	1	0	3.035801887512207
9295	-1				0.5089505	ISDB	HOSMFPQDFZLVEZ-GJUAHTKHSA-N	InChI=1S/C15H20O5/c1-9-14-12(18)5-10(7-16)3-2-4-11(8-17)6-13(14)20-15(9)19/h3,6-7,9,12-14,17-18H,2,4-5,8H2,1H3/b10-3+,11-6-/t9-,12-,13+,14+/m0/s1	C[C@@H]1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(/C=O)C[C@H](O)[C@@H]12	C15H20O5		280.13107374	HOSMFPQDFZLVEZ	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	Urospermum picroides	747021.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cichorieae']	['Urospermum']	['Urospermum picroides']	1	0	3.035801887512207
9295	-1				0.5089505	ISDB	HOSMFPQDFZLVEZ-ODVDRCMSSA-N	InChI=1S/C15H20O5/c1-9-14-12(18)5-10(7-16)3-2-4-11(8-17)6-13(14)20-15(9)19/h3,6-7,9,12-14,17-18H,2,4-5,8H2,1H3/b10-3+,11-6+/t9-,12-,13+,14+/m0/s1	C[C@@H]1C(=O)O[C@@H]2/C=C(/CO)CC/C=C(/C=O)C[C@H](O)[C@@H]12	C15H20O5		280.13107374	HOSMFPQDFZLVEZ	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	Sonchus asper	761937.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cichorieae']	['Sonchus']	['Sonchus asper']	1	0	3.035801887512207
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Sideritis marmorea	202849.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Stachydeae']	['Sideritis']	['Sideritis marmorea']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Diospyros maritima	1049014.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Ebenaceae']	['Unknown']	['Diospyros']	['Diospyros maritima']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Parmotrema reticulatum	311280.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Lecanorales']	['Parmeliaceae']	['Unknown']	['Parmotrema']	['Parmotrema reticulatum']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Parmotrema tinctorum	153036.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Lecanorales']	['Parmeliaceae']	['Unknown']	['Parmotrema']	['Parmotrema tinctorum']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Parmelia tinctoria	3768149.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Lecanorales']	['Parmeliaceae']	['Unknown']	['Parmelia']	['Parmelia tinctoria']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Peltigera aphthosa	1003026.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Peltigerales']	['Peltigeraceae']	['Unknown']	['Peltigera']	['Peltigera aphthosa']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Parmotrema cooperi	3767923.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Lecanorales']	['Parmeliaceae']	['Unknown']	['Parmotrema']	['Parmotrema cooperi']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Alseodaphnopsis andersonii	248742.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Laurales']	['Lauraceae']	['Unknown']	['Alseodaphnopsis']	['Alseodaphnopsis andersonii']	1	3	5.100220441818237
9294	616	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	0.6500551	ISDB	UQSRXQMIXSZGLA-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-3-14-10(13)9-6(2)4-7(11)5-8(9)12/h4-5,11-12H,3H2,1-2H3	CCOC(=O)c1c(C)cc(O)cc1O	C10H12O4		196.073558864	UQSRXQMIXSZGLA	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	Armillaria ostoyae	376128.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Agaricales']	['Physalacriaceae']	['Unknown']	['Armillaria']	['Armillaria ostoyae']	1	3	5.100220441818237
