ATTRIBUTE_colony	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:2	GNPSGROUP:3	GNPSGROUP:4	GNPSGROUP:5	GNPSGROUP:6	GNPSGROUP:7	GNPSGROUP:Myrmecocystus mexicanus	GNPSGROUP:nd	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	103195.3767826344	78138.25046039975	285592.21597060846	61606.25246098013	358797.78583104967	44228.088386434865	174122.4048221667	208975.9197921465	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2161.0","main.cluster index_upperinput":"2161.0"}	This Node is a Singleton	N/A	N/A	N/A	7.3561	7.3561	0	N/A	N/A	9681437.98015684	54	2161	-1	54	243.1955	1	243.1955	9681437.98015684
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	267604.95912599115	2191752.5307687824	734142.2407985877	964158.9287995256	1179313.5309785698	1397291.737656298	1153971.0910127468	1000859.3675974058	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2162.0","main.cluster index_upperinput":"2162.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=68&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.3946	2.3946	0	N/A	N/A	61089545.127365604	54	2162	68	54	224.0917	1	224.0917	61089545.127365604
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	694844.7159846417	171493.46930896764	228156.54585249376	161366.1327744941	340534.16657721	214258.39123962482	300514.00993708556	221935.6961733753	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2163.0","main.cluster index_upperinput":"2163.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.0956	5.0956	0	N/A	N/A	15599130.026492937	38	2163	39	38	424.2903	1	424.2903	15599130.026492937
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	199172.61850064687	254353.188562383	188786.9411833613	144292.80100021494	601698.7436829287	234328.4376412279	317525.6252596873	253391.86837207017	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2165.0","main.cluster index_upperinput":"2165.0"}	This Node is a Singleton	N/A	N/A	N/A	7.3314	7.3314	0	N/A	N/A	16633313.708922172	54	2165	-1	54	255.1954	1	255.1954	16633313.708922172
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	102361.7032666865	264996.5894016253	200982.30346680502	23420.241877951117	595452.104460353	235598.1546472617	287701.3851369456	247244.2473470817	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2169.0","main.cluster index_upperinput":"2169.0"}	This Node is a Singleton	N/A	N/A	N/A	5.3874	5.3874	0	N/A	N/A	15212217.695076149	51	2169	-1	51	311.1178	1	311.1178	15212217.695076149
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	67089.91225598674	1253371.4886152707	31261.855063283416	13479.30809131556	3201833.784469619	1563251.8284384054	1388403.010678997	887282.8999972674	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2170.0","main.cluster index_upperinput":"2170.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	11.0899	11.0899	0	N/A	N/A	70964801.69121203	43	2170	39	43	641.5353	1	641.5353	70964801.69121203
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	667585.1862386813	747584.9901406078	651749.6948394811	618670.2506595422	781175.6299550522	767601.4195854677	720525.1576690179	545449.7027979678	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2172.0","main.cluster index_upperinput":"2172.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=305&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	7.8448	7.8448	0	N/A	N/A	37507754.87515856	54	2172	305	54	356.2796	1	356.2796	37507754.87515856
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	152129.77111786924	103386.02566097408	265343.6378784082	162148.0285907423	309202.4217464429	101513.25325906949	194089.1289616452	237406.28723197366	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2173.0","main.cluster index_upperinput":"2173.0"}	This Node is a Singleton	N/A	N/A	N/A	7.2390	7.2390	0	N/A	N/A	10827350.230091466	54	2173	-1	54	288.2534	1	288.2534	10827350.230091466
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	324111.88201199955	346369.9681767708	193744.70443707675	259803.0531664189	446644.30434650363	174176.30692010236	308352.14596235665	228718.6470026965	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2175.0","main.cluster index_upperinput":"2175.0"}	This Node is a Singleton	N/A	N/A	N/A	5.7418	5.7418	0	N/A	N/A	16013947.89028998	54	2175	-1	54	367.2112	1	367.2112	16013947.89028998
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	5378040.223812054	3220868.8060064353	14176566.169501068	5246810.650491093	9276288.66644585	5553166.722993549	7169004.625012867	3442403.8063259977	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2176.0","main.cluster index_upperinput":"2176.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=d4aca8b0f5d342488086b66b755dfd21&show=true	"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)"	4-GUANIDINOBUTANOIC ACID	0.939933	0.7497	0.7497	0	C(CC(=O)O)CNC(=N)N	CCMSLIB00006679627	357313443.2011998	53	2176	6	53	146.0922	1	146.0922	357313443.2011998
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	918191.3677357155	938214.3611250411	949496.9869457096	918710.4711730704	935054.6080759256	827002.802581475	911209.2985722802	966337.2585891322	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2182.0","main.cluster index_upperinput":"2182.0"}	This Node is a Singleton	N/A	N/A	N/A	4.2044	4.2044	0	N/A	N/A	49646325.80303795	54	2182	-1	54	346.2224	1	346.2224	49646325.80303795
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	91657.71419096683	178902.63701885042	184211.79127208667	110645.30963220715	314804.0645341812	153762.23850692954	191201.11340329365	184461.75710560067	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2184.0","main.cluster index_upperinput":"2184.0"}	This Node is a Singleton	N/A	N/A	N/A	5.8267	5.8267	0	N/A	N/A	10270945.273396315	54	2184	-1	54	239.1635	1	239.1635	10270945.273396315
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1729800.702912091	913356.9027659914	3361890.5481531587	136931.71398427384	551318.7387962742	3861493.9923000806	1642337.1719081847	1189457.6341572213	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2186.0","main.cluster index_upperinput":"2186.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=572&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6635	0.6635	0	N/A	N/A	85063170.98103426	44	2186	572	44	255.1075	1	255.1075	85063170.98103426
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	83387.7933937895	236356.18134433645	168404.06301129036	22855.865786600043	462648.09079455415	188939.55872511142	231203.40071405683	184363.12153884064	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2188.0","main.cluster index_upperinput":"2188.0"}	This Node is a Singleton	N/A	N/A	N/A	5.3171	5.3171	0	N/A	N/A	12110261.405157339	53	2188	-1	53	261.1439	1	261.1439	12110261.405157339
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	546417.8526345914	708420.6761740255	607504.925544339	574421.8523223172	663202.0268042193	659021.0527081243	633485.3171664693	482581.286991998	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2189.0","main.cluster index_upperinput":"2189.0"}	This Node is a Singleton	N/A	N/A	N/A	6.5451	6.5451	0	N/A	N/A	33000974.885593563	54	2189	-1	54	290.2090	1	290.2090	33000974.885593563
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	91665.68130104644	379564.8384986475	131015.09960374559	55560.94411879161	495592.5836581442	189581.95355859934	261311.4433746022	211690.8218511891	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2191.0","main.cluster index_upperinput":"2191.0"}	This Node is a Singleton	N/A	N/A	N/A	3.9643	3.9643	0	N/A	N/A	13713852.970041214	54	2191	-1	54	151.1480	1	151.1480	13713852.970041214
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	36186.701945801426	76696.05405940427	74804.64037770471	45704.95002166792	257696.79212257243	55128.824064417284	113423.30657053544	110709.21109053616	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2193.0","main.cluster index_upperinput":"2193.0"}	This Node is a Singleton	N/A	N/A	N/A	6.4501	6.4501	0	N/A	N/A	6103145.790968921	54	2193	-1	54	189.1637	1	189.1637	6103145.790968921
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	15938.434706631435	1396933.9036383936	469024.8321511902	19093.50787147592	679886.5019152178	463757.6955277343	521051.228925519	870140.1982476092	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2195.0","main.cluster index_upperinput":"2195.0"}	This Node is a Singleton	N/A	N/A	N/A	0.8085	0.8085	0	N/A	N/A	30929478.116554752	42	2195	-1	42	335.9776	1	335.9776	30929478.116554752
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1837019.8992689864	4536516.896160077	1442114.3697992756	4344370.110280707	4516735.226681	3422170.366119502	3595205.970336179	4522583.9005350545	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2196.0","main.cluster index_upperinput":"2196.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=349&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	11.6856	11.6856	0	N/A	N/A	201560145.83974463	54	2196	349	54	425.3626	1	425.3626	201560145.83974463
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	259768.35789163783	1102530.8896556196	275487.59206905094	45796.2955407982	526865.7062777438	726738.7506437626	505689.3576482374	310768.3159064109	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2197.0","main.cluster index_upperinput":"2197.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=151&task=d4aca8b0f5d342488086b66b755dfd21&show=true	InChI=1S/C17H16N2O5/c1-7-13-15(14(17(21)22)8(2)18-7)9-5-11(23-3)12(24-4)6-10(9)19-16(13)20/h5-6H,1-4H3,(H,19,20)(H,21,22)	8,9-dimethoxy-2,4-dimethyl-5-oxo-6-hydropyridino[3,4-c]quinolinecarboxylic aci d	0.816623	4.6810	4.6810	0	COc1cc2nc(O)c3c(C)nc(C)c(C(=O)O)c3c2cc1OC	CCMSLIB00006694545	25747856.97907021	52	2197	151	52	329.1018	1	329.1018	25747856.97907021
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	456782.9107293603	908595.4813481155	326086.75067114056	65768.17471031274	429317.9649425423	1010777.6495109856	542635.0808401015	343229.3749531947	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2199.0","main.cluster index_upperinput":"2199.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=151&task=d4aca8b0f5d342488086b66b755dfd21&show=true	InChI=1S/C18H16O7/c1-22-12-5-4-9(6-10(12)19)13-7-11(20)16-14(25-13)8-15(23-2)18(24-3)17(16)21/h4-8,19,21H,1-3H3	Eupatorin	0.8480129999999999	4.0988	4.0988	0	O=C1C=C(OC=2C=C(OC)C(OC)=C(O)C12)C=3C=CC(OC)=C(O)C3	CCMSLIB00006443904	27707048.718270224	52	2199	151	52	345.0966	1	345.0966	27707048.718270224
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	44215.683469428266	1369543.944965555	16103.00121843144	4176.403634623309	2106614.841049079	1210031.194589265	1018882.2018931702	625058.1402178692	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2202.0","main.cluster index_upperinput":"2202.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	10.9212	10.9212	0	N/A	N/A	51869046.40882879	38	2202	39	38	397.3313	1	397.3313	51869046.40882879
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	143683.34221438968	356167.33729582845	138270.60613163322	29763.340601174605	418396.16076562076	219493.0974368453	245943.2273654864	154384.99604912562	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2204.0","main.cluster index_upperinput":"2204.0"}	This Node is a Singleton	N/A	N/A	N/A	3.7987	3.7987	0	N/A	N/A	12548468.427205378	52	2204	-1	52	255.1571	1	255.1571	12548468.427205378
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	237460.68518223808	1340593.4163217833	542737.5646111893	171279.70468199355	473078.6889517148	406790.04919407255	504176.1687820212	339756.2579812164	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2209.0","main.cluster index_upperinput":"2209.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=43&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	4.6703	4.6703	0	N/A	N/A	25910153.8278227	54	2209	43	54	209.1534	1	209.1534	25910153.8278227
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	221198.05222636854	242603.2698394479	229935.42235592502	199015.04143520005	586827.3594602855	262981.03899443545	333069.02952509903	210301.84818179594	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2213.0","main.cluster index_upperinput":"2213.0"}	This Node is a Singleton	N/A	N/A	N/A	6.1083	6.1083	0	N/A	N/A	17003590.143608928	54	2213	-1	54	259.1904	1	259.1904	17003590.143608928
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	4387.419395871616	626688.808535684	10523.861189457131	2479.426769797229	429164.3291322948	1014018.5478111526	403515.9971727262	541394.1321530613	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2215.0","main.cluster index_upperinput":"2215.0"}	This Node is a Singleton	N/A	N/A	N/A	2.4871	2.4871	0	N/A	N/A	22892888.92716989	46	2215	-1	46	300.1441	1	300.1441	22892888.92716989
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1577997.93021766	1181319.5169714368	1076576.3748737252	1521487.250875629	1434334.1384809574	969397.8393002175	1303480.905817109	1510758.3756012723	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2216.0","main.cluster index_upperinput":"2216.0"}	This Node is a Singleton	N/A	N/A	N/A	4.6714	4.6714	0	N/A	N/A	72046188.6723972	54	2216	-1	54	362.2173	1	362.2173	72046188.6723972
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	807910.9240791511	702363.7467700671	730052.0202978863	758752.8629365652	729712.4864587671	699234.6370102717	734838.0918303721	707535.9829627567	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2219.0","main.cluster index_upperinput":"2219.0"}	This Node is a Singleton	N/A	N/A	N/A	7.5592	7.5592	0	N/A	N/A	39462840.08789917	54	2219	-1	54	294.2063	1	294.2063	39462840.08789917
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	163477.12663996033	262164.1280223581	169485.36633732417	116812.18078123048	486655.96863860195	210434.35727181853	270421.6615842899	231954.89798003706	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2221.0","main.cluster index_upperinput":"2221.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=d4aca8b0f5d342488086b66b755dfd21&show=true	InChI=1S/C13H24O4/c1-2-3-4-5-6-8-11(13(16)17)9-7-10-12(14)15/h11H,2-10H2,1H3,(H,14,15)(H,16,17)	2-heptylhexanedioic acid	0.774131	6.3565	6.3565	0	CCCCCCCC(CCCC(=O)O)C(=O)O	CCMSLIB00006701105	14295035.616717633	54	2221	39	54	227.1643	1	227.1643	14295035.616717633
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	155033.70106327502	257264.3346788371	212593.76077121324	139361.88730898715	651246.3428716831	208962.1898899524	323025.0520828935	285787.8829919413	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2223.0","main.cluster index_upperinput":"2223.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.9417	5.9417	0	N/A	N/A	17145455.459748633	54	2223	8	54	265.1778	1	265.1778	17145455.459748633
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	4102396.3702524086	712178.25107961	3485189.652054156	33252.55851140199	992210.4823525391	895586.1250593124	1467503.8107382506	1233366.104290012	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2224.0","main.cluster index_upperinput":"2224.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=47&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	1.2508	1.2508	0	N/A	N/A	77372104.12827961	40	2224	47	40	402.1602	1	402.1602	77372104.12827961
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	94111.5392297683	1427900.7979609144	41188.52968244761	45840.84375486352	879023.300356406	635399.8950445075	582713.1421277005	487176.3735585279	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2226.0","main.cluster index_upperinput":"2226.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=201&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.4592	2.4592	0	N/A	N/A	30702215.526342448	54	2226	201	54	322.1861	1	322.1861	30702215.526342448
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	960.6337637145963	2197056.0184452115	4568.003421142112	286.450126918948	1020151.2064320013	133479.52301533901	601657.0972174298	569143.5834383031	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2228.0","main.cluster index_upperinput":"2228.0"}	This Node is a Singleton	N/A	N/A	N/A	2.9582	2.9582	0	N/A	N/A	32229375.13950819	34	2228	-1	34	234.0759	1	234.0759	32229375.13950819
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	62752.239532116524	337575.217586532	45874.46976827136	959.1483578711653	639927.583635034	220633.19384492113	281365.4013460452	253359.86120550742	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2233.0","main.cluster index_upperinput":"2233.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=205&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	4.4906	4.4906	0	N/A	N/A	14969687.351562142	30	2233	205	30	405.2482	1	405.2482	14969687.351562142
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	56122.35662978539	918417.6827861277	26544.17029597869	19658.86184743414	2235669.3239720543	956504.4323603866	951952.4831258173	447596.5529625749	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2234.0","main.cluster index_upperinput":"2234.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	11.4441	11.4441	0	N/A	N/A	47370586.64748819	37	2234	83	37	675.5165	1	675.5165	47370586.64748819
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	65865.50792718749	93403.41648933112	101668.682495325	60839.04516363786	348648.969199482	79589.24833545953	155186.3067333392	142927.58276718244	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2236.0","main.cluster index_upperinput":"2236.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	6.8312	6.8312	0	N/A	N/A	8281990.771871063	54	2236	147	54	161.1324	1	161.1324	8281990.771871063
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	6966.496504666304	673300.4249945367	7858.929883718812	2877.487419941993	370519.67599065654	109732.87635962907	216204.1362058392	198947.33378442586	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2239.0","main.cluster index_upperinput":"2239.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4947	3.4947	0	N/A	N/A	11536968.93574401	53	2239	-1	53	188.0706	1	188.0706	11536968.93574401
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1088522.1516293902	2018486.5798494911	539256.3506765	305167.0709423132	2634632.5713487905	3107085.235251492	1862793.3518184714	943002.8983302164	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2240.0","main.cluster index_upperinput":"2240.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	10.9723	10.9723	0	N/A	N/A	93232517.37029141	51	2240	83	51	533.4180	1	533.4180	93232517.37029141
